"#","Afirmación","Sujeto","Predicado","Objeto","Atribución","Fuente","Aceptación","Fuerza","Motivo","Resolución","Vigencia"
"C-001","Adl et al. 2019 es la autoridad de clasificación eucariota adoptada en esta parte.","clasificación eucariota de esta parte","respaldado_por","Adl et al. 2019","glosa","n/a","no evaluado","alta","Es una convención documental explícita, no una inferencia sobre la topología.","resuelta","vigente"
"C-080","Spang et al. detectaron en los MAG de Lokiarchaeota genes homólogos de proteínas antes asociadas principalmente con eucariotas.","Lokiarchaeota","posee_rasgo","ESP detectadas por secuencia","expresa","S22 Results; figs. 2–4","no evaluado","media","La presencia se apoya en secuencia y filogenia; no equivalía a función celular observada.","parcialmente resuelta","vigente"
"C-081","Zaremba-Niedzwiedzka et al. propusieron Asgard para agrupar Lokiarchaeota, Thorarchaeota, Odinarchaeota y Heimdallarchaeota.","Asgardarchaeota en 2017","propuesto_por","Zaremba-Niedzwiedzka et al. 2017","expresa","S23 título; fig. 1","no evaluado","alta","La circunscripción original está documentada en el trabajo.","resuelta","histórica"
"C-082","El registro SeqCode consultado enumera 17 clases hijas bajo Asgardarchaeota.","Asgardarchaeota en SeqCode Registry","tiene_valor_medido","17 clases hijas","expresa","S50 §lista de children","no evaluado","alta","Es un recuento de una versión viva del registro, no una estimación de diversidad biológica total.","resuelta","vigente"
"C-083","Las 17 clases enumeradas son Asgardarchaeia, Atabeyarchaeia, Baldrarchaeia, Borrarchaeia, Freyarchaeia, Heimdallarchaeia, Hermodarchaeia, Hodarchaeia, Jordiarchaeia, Kariarchaeia, Lokiarchaeia, Njordarchaeia, Odinarchaeia, Promethearchaeia, Ranarchaeia, Shennonarchaeia y Thorarchaeia.","Asgardarchaeota en SeqCode Registry","posee_miembros*","17 clases nombradas","expresa","S50 §lista de children","no evaluado","alta","La lista se transcribe de la versión consultada.","resuelta","vigente"
"C-084","El registro SeqCode muestra Wukongarchaeia y Sifarchaeia como nombres alternativos o relacionados con circunscripciones que no coinciden necesariamente con la lista principal.","Wukongarchaeia y Sifarchaeia","tiene_estado_nomenclatural*","alternativas dependientes de circunscripción","expresa","S50 descripción del registro: synonyms/related names","no evaluado","media","El registro distingue nombres aceptados, alternativas y conceptos; la equivalencia filogenética requiere fuente adicional.","parcialmente resuelta","vigente"
"C-085","La lista de clases nombradas no equivale a una filogenia única ni a un recuento cerrado de linajes naturales.","lista nomenclatural de Asgardarchaeota","no_equivale_a*","topología filogenética única","sintesis(C-082, C-083, C-084)","S50 notas del registro","no evaluado","alta","Nomenclatura, aceptación taxonómica y soporte filogenético son dimensiones distintas.","resuelta","vigente"
"C-086","El resultado de muestreo y delimitación de Zhang et al. emparejó 223 MAG de Asgard nuevos con 16 linajes propuestos en ese conjunto.","resultado de muestreo y delimitación de Zhang et al. 2025","tiene_valor_medido","vector publicado: 223 MAG nuevos; 16 linajes delimitados en el conjunto","expresa","S26 resumen; fig. 1","no evaluado","alta","Los dos recuentos son total y clasificación del mismo resultado de muestreo; se conservan juntos y no se tratan como una magnitud biológica única.","resuelta","vigente"
"C-087","Zhang et al. procesaron 40 muestras y reconstruyeron 11.878 MAG antes de seleccionar los MAG asgard de calidad definida.","muestreo de Zhang et al. 2025","tiene_valor_medido","40 muestras y 11.878 MAG","expresa","S26 §Methods, Extended Data fig. 1","no evaluado","alta","Son recuentos del flujo de ensamblaje y cribado.","resuelta","vigente"
"C-088","La colección filogenómica principal de Zhang et al. incluyó 411 genomas asgard y 14 eucariotas.","matriz asgard de Zhang et al. 2025","tiene_valor_medido","411 Asgard y 14 eucariotas","expresa","S26 §Methods, fig. 3","no evaluado","alta","El muestreo está declarado en la matriz de 97 proteínas.","resuelta","vigente"
"C-089","Solo dos de los 411 genomas asgard de la colección de Zhang et al. procedían de linajes cultivados; los restantes eran MAG.","colección asgard de Zhang et al. 2025","tiene_valor_medido","2 genomas de cultivo y 409 MAG","expresa","S26 §Methods, Supplementary table","no evaluado","alta","La clase de evidencia se documenta para cada genoma.","resuelta","vigente"
"C-090","Los genomas asgard de Zhang et al. tuvieron una completitud media de 85.3 % y contaminación media de 3.6 %.","genomas asgard de Zhang et al. 2025","tiene_valor_medido","85.3 % de completitud y 3.6 % de contaminación medias","expresa","S26 Results; Supplementary table","no evaluado","alta","Son métricas de calidad computacional publicadas, no medidas de pureza de una célula.","resuelta","vigente"
"C-091","La mayor parte de la diversidad asgard nombrada sigue representada solo por MAG.","diversidad nombrada de Asgardarchaeota","respaldado_por","predominio de MAG sobre cultivos","sintesis(C-086, C-088, C-089)","S26 Methods; S50 lista taxonómica","consenso amplio","alta","El contraste entre cientos de MAG y pocos cultivos es directo.","parcialmente resuelta","vigente"
"C-092","Promethearchaeum syntrophicum se mantiene en cocultivo puro con un metanógeno, pero no como cultivo axénico independiente.","Promethearchaeum syntrophicum","asociacion_sintrofica_con*","cocultivo obligado con socio consumidor de H2 o formiato","expresa","S35 descripción (sin localizar con mayor precisión); Growth conditions","no evaluado","alta","La dependencia se observó en cultivo y forma parte de la descripción taxonómica.","resuelta","vigente"
"C-093","Las células de Promethearchaeum syntrophicum descritas en 2024 midieron 300–750 nm.","Promethearchaeum syntrophicum","tiene_valor_medido","300–750 nm","expresa","S35 descripción morfológica (sin localizar con mayor precisión)","no evaluado","alta","Dimensiones medidas en células cultivadas.","resuelta","vigente"
"C-094","Promethearchaeum syntrophicum creció entre 4 °C y 30 °C, con óptimo publicado de 20 °C.","Promethearchaeum syntrophicum","tiene_valor_medido","4–30 °C; óptimo 20 °C","expresa","S35 fisiología (sin localizar con mayor precisión); tabla de descripción","no evaluado","alta","Rango y óptimo medidos en cocultivo.","resuelta","vigente"
"C-095","Un ciclo completo de crecimiento de Promethearchaeum syntrophicum requirió aproximadamente tres meses en las condiciones descritas.","Promethearchaeum syntrophicum","tiene_valor_medido","aproximadamente tres meses por crecimiento completo","expresa","S35 resumen; Results §Physiology; fig. S2b","no evaluado","media","La duración está publicada, pero depende del cocultivo y del sustrato; el pasaje primario fue verificado el 2026-08-08. La aceptación no se extrapola más allá del estudio.","parcialmente resuelta","vigente"
"C-096","El cultivo de Promethearchaeum syntrophicum alcanzó aproximadamente 6.7 × 10^6 copias de 16S rRNA por mililitro.","Promethearchaeum syntrophicum en cocultivo","tiene_valor_medido","6.7 × 10^6 copias de 16S rRNA ml−1","expresa","S35 resumen; Results §Physiology; fig. S2b","no evaluado","media","Es una medida proxy de abundancia bajo condiciones concretas; el pasaje primario fue verificado el 2026-08-08.","parcialmente resuelta","vigente"
"C-097","El cromosoma de Promethearchaeum syntrophicum publicado mide 4.32 Mb y tiene 31.1 % de GC.","genoma de Promethearchaeum syntrophicum","tiene_valor_medido","4.32 Mb; 31.1 % GC","expresa","S35 §Genome characteristics","no evaluado","alta","Valores de secuencia del aislamiento descrito.","resuelta","vigente"
"C-098","Promethearchaeum syntrophicum degrada aminoácidos y péptidos en asociación obligada con organismos que consumen hidrógeno o formiato.","Promethearchaeum syntrophicum","posee_rasgo","catabolismo aminoacídico sintrofia-dependiente","expresa","S34 Results; S35 fisiología (sin localizar con mayor precisión)","no evaluado","alta","El crecimiento se probó experimentalmente en cocultivos definidos.","resuelta","vigente"
"C-099","Imachi et al. observaron protrusiones celulares en Promethearchaeum syntrophicum.","Promethearchaeum syntrophicum","posee_rasgo","protrusiones celulares","expresa","S34 figs. 2–3","no evaluado","alta","Las estructuras se observaron por microscopía en células cultivadas.","resuelta","vigente"
"C-100","El modelo E3 fue propuesto a partir de la fisiología sintrofa y las protrusiones de Promethearchaeum syntrophicum.","modelo E3","propuesto_por","Imachi et al. 2020","expresa","S34 §Discussion, fig. 5","no evaluado","media","El montaje es una extrapolación histórica desde un organismo moderno.","sin resolver","vigente"
"C-101","Imachi et al. no observaron el proceso histórico completo de eucariogénesis postulado por E3.","estudio de Imachi et al.","no_observa*","proceso completo de eucariogénesis postulado por E3","expresa","S34 §Discussion, fig. 5","no evaluado","alta","La ausencia se limita al sistema moderno estudiado y no refuta por sí sola la secuencia histórica.","información insuficiente","vigente"
"C-102","Lokiarchaeum ossiferum fue estudiado en un cultivo de enriquecimiento y no en cultivo axénico.","Lokiarchaeum ossiferum","respaldado_por","cultivo de enriquecimiento","expresa","S36 §Methods, Extended Data","no evaluado","alta","La composición del enriquecimiento está descrita.","resuelta","vigente"
"C-103","La criotomografía de Lokiarchaeum ossiferum mostró un cuerpo celular con protrusiones ramificadas.","Lokiarchaeum ossiferum","posee_rasgo","protrusiones ramificadas","expresa","S36 figs. 1–3","no evaluado","alta","Es observación ultraestructural directa en células identificadas del enriquecimiento.","resuelta","vigente"
"C-104","La criotomografía de Lokiarchaeum ossiferum mostró filamentos helicoidales de doble hebra compatibles con actina arqueana.","Lokiarchaeum ossiferum","posee_rasgo","red de filamentos de actina arqueana","expresa","S36 figs. 3–4; Extended Data","no evaluado","alta","La identidad se apoya en morfología, localización y correspondencia con proteínas codificadas.","resuelta","vigente"
"C-105","Avcı et al. detectaron células afiliadas a Hodarchaeales que representaron 0.1 % de la abundancia relativa de lecturas de rRNA en las bibliotecas examinadas.","células afiliadas a Hodarchaeales de Aarhus Bay","tiene_valor_medido","0.1 % de lecturas de rRNA","expresa","S37 resumen; Results","no evaluado","alta","La afiliación se obtuvo con secuencias y sondas específicas; no es abundancia celular absoluta.","parcialmente resuelta","vigente"
"C-106","Las células afiliadas a Hodarchaeales observadas por Avcı et al. tuvieron longitud media de 3 µm y rango de 1.5–5.2 µm.","células afiliadas a Hodarchaeales de Aarhus Bay","tiene_valor_medido","media 3 µm; rango 1.5–5.2 µm","expresa","S37 resumen; fig. 2","no evaluado","alta","Las dimensiones se midieron por microscopía de superresolución sobre células marcadas.","resuelta","vigente"
"C-107","Las células afiliadas a Hodarchaeales de Avcı et al. no procedían de cultivo.","células afiliadas a Hodarchaeales de Aarhus Bay","respaldado_por","CARD-FISH en sedimento","expresa","S37 métodos","no evaluado","alta","La evidencia es observación in situ, no fisiología cultivada.","resuelta","vigente"
"C-108","Nerearchaeum marumarumayae fue obtenido en 2026 en un enriquecimiento que alcanzó 89 % de células asgard.","Nerearchaeum marumarumayae","tiene_valor_medido","89 % del enriquecimiento","expresa","S38 resumen; Results","no evaluado","alta","La proporción fue medida, pero el cultivo no era axénico.","resuelta","vigente"
"C-109","Nerearchaeum marumarumayae se mantuvo asociado con Stromatodesulfovibrio nilemahensis.","Nerearchaeum marumarumayae","asociacion_con*","asociación de enriquecimiento con Stromatodesulfovibrio nilemahensis","expresa","S38 resumen; fig. 1","no evaluado","alta","La coocurrencia y el enriquecimiento conjunto fueron observados.","parcialmente resuelta","vigente"
"C-110","El genoma de Nerearchaeum marumarumayae indicó potencial para producir hidrógeno, acetato, formiato y sulfito.","Nerearchaeum marumarumayae","posee_rasgo","potencial genómico para H2, acetato, formiato y sulfito","expresa","S38 Results; metabolic reconstruction","no evaluado","media","Es reconstrucción genómica y no medición de todos los flujos metabólicos.","parcialmente resuelta","vigente"
