"id_revision","estrato","clave_matriz","tipo_revision","seleccion","resultado","revisor_independiente","declaracion_independencia","fecha","evidencia","accion","estado_cierre","huella_objeto_sha256"
"REV-00075","AFIRMACION","C-079","CORRECCION_P0_P1","CENSO_100_PCT","PENDIENTE","NO_ASIGNADO","PENDIENTE","n/a","PENDIENTE: ninguna segunda inspección independiente se atribuye por generación automática.","Asignar revisor independiente y documentar objeto, prueba y resultado.","ABIERTO","edcee6dff7f8f3ff47884ab9f9b26a7580e404f7929ca02e9ba2d65e1543e539"
"REV-00076","AFIRMACION","C-080","CORRECCION_P0_P1","CENSO_100_PCT","PENDIENTE","NO_ASIGNADO","PENDIENTE","n/a","PENDIENTE: ninguna segunda inspección independiente se atribuye por generación automática.","Asignar revisor independiente y documentar objeto, prueba y resultado.","ABIERTO","345dc41c084648acbdd4dbcb5fe799cc6b8d3d8f54844e1fbe1f774003975836"
"REV-00077","AFIRMACION","C-081","CORRECCION_P0_P1","CENSO_100_PCT","PENDIENTE","NO_ASIGNADO","PENDIENTE","n/a","PENDIENTE: ninguna segunda inspección independiente se atribuye por generación automática.","Asignar revisor independiente y documentar objeto, prueba y resultado.","ABIERTO","f20c7747ee3c51283e21b9b7c61a19ee9f1f4c7f883be1a99ff45c74481feead"
"REV-00078","AFIRMACION","C-082","CORRECCION_P0_P1","CENSO_100_PCT","PENDIENTE","NO_ASIGNADO","PENDIENTE","n/a","PENDIENTE: ninguna segunda inspección independiente se atribuye por generación automática.","Asignar revisor independiente y documentar objeto, prueba y resultado.","ABIERTO","e6ecc626302ac5e390c4098a8cf8f4104ce105c04ca0c0fac9c2492f49aca437"
"REV-00079","AFIRMACION","C-083","CORRECCION_P0_P1","CENSO_100_PCT","PENDIENTE","NO_ASIGNADO","PENDIENTE","n/a","PENDIENTE: ninguna segunda inspección independiente se atribuye por generación automática.","Asignar revisor independiente y documentar objeto, prueba y resultado.","ABIERTO","2b5826d3efa37d3a6ab8fe8b93120a721bf3cf28979099b14040d7d8017b49e6"
"REV-00080","AFIRMACION","C-084","CORRECCION_P0_P1","CENSO_100_PCT","PENDIENTE","NO_ASIGNADO","PENDIENTE","n/a","PENDIENTE: ninguna segunda inspección independiente se atribuye por generación automática.","Asignar revisor independiente y documentar objeto, prueba y resultado.","ABIERTO","ec5e7cafb763c6f6bffc549f0d7f36bb229f9af3378fad58148717ec1f20a0c0"
"REV-00081","AFIRMACION","C-085","CORRECCION_P0_P1","CENSO_100_PCT","PENDIENTE","NO_ASIGNADO","PENDIENTE","n/a","PENDIENTE: ninguna segunda inspección independiente se atribuye por generación automática.","Asignar revisor independiente y documentar objeto, prueba y resultado.","ABIERTO","a07f59f7633464b3c3e1e3f0796b84851f75027918d3b7a332742c7ab8ea469a"
"REV-00082","AFIRMACION","C-086","CORRECCION_P0_P1","CENSO_100_PCT","PENDIENTE","NO_ASIGNADO","PENDIENTE","n/a","PENDIENTE: ninguna segunda inspección independiente se atribuye por generación automática.","Asignar revisor independiente y documentar objeto, prueba y resultado.","ABIERTO","3bd0aa184bd8cc10d89fc0b1eafbadf3a267c24270c92dea83affc055f2f6475"
"REV-00083","AFIRMACION","C-087","CORRECCION_P0_P1","CENSO_100_PCT","PENDIENTE","NO_ASIGNADO","PENDIENTE","n/a","PENDIENTE: ninguna segunda inspección independiente se atribuye por generación automática.","Asignar revisor independiente y documentar objeto, prueba y resultado.","ABIERTO","27bf5e218d8e207d2f924db8f9bee239bdb5b0318301833c4e20b7b8f1340693"
"REV-00084","AFIRMACION","C-088","CORRECCION_P0_P1","CENSO_100_PCT","PENDIENTE","NO_ASIGNADO","PENDIENTE","n/a","PENDIENTE: ninguna segunda inspección independiente se atribuye por generación automática.","Asignar revisor independiente y documentar objeto, prueba y resultado.","ABIERTO","4f3bca56a96c47aaddacdaf6e47cf4879a46a96ff632674f1d9062c8f9f9052a"
"REV-00085","AFIRMACION","C-089","CORRECCION_P0_P1","CENSO_100_PCT","PENDIENTE","NO_ASIGNADO","PENDIENTE","n/a","PENDIENTE: ninguna segunda inspección independiente se atribuye por generación automática.","Asignar revisor independiente y documentar objeto, prueba y resultado.","ABIERTO","392f9e980f7073732b03e863795df3ba9756d823bea84458b93bf5276fb5d46e"
"REV-00086","AFIRMACION","C-090","CORRECCION_P0_P1","CENSO_100_PCT","PENDIENTE","NO_ASIGNADO","PENDIENTE","n/a","PENDIENTE: ninguna segunda inspección independiente se atribuye por generación automática.","Asignar revisor independiente y documentar objeto, prueba y resultado.","ABIERTO","cec3548b21b28b33b1497b69330bd719815176c230e74ae6b8cb2597fbea1634"
"REV-00087","AFIRMACION","C-091","CORRECCION_P0_P1","CENSO_100_PCT","PENDIENTE","NO_ASIGNADO","PENDIENTE","n/a","PENDIENTE: ninguna segunda inspección independiente se atribuye por generación automática.","Asignar revisor independiente y documentar objeto, prueba y resultado.","ABIERTO","40724b33e86de1423199a9a362d382deba4d8063be3301f3748e1646590812a2"
"REV-00088","AFIRMACION","C-092","CORRECCION_P0_P1","CENSO_100_PCT","PENDIENTE","NO_ASIGNADO","PENDIENTE","n/a","PENDIENTE: ninguna segunda inspección independiente se atribuye por generación automática.","Asignar revisor independiente y documentar objeto, prueba y resultado.","ABIERTO","ffbb54120ae7cf0a38ce480d887eb13d4e6c38f8dcad37d8f2fd5604f678e38a"
"REV-00089","AFIRMACION","C-093","CORRECCION_P0_P1","CENSO_100_PCT","PENDIENTE","NO_ASIGNADO","PENDIENTE","n/a","PENDIENTE: ninguna segunda inspección independiente se atribuye por generación automática.","Asignar revisor independiente y documentar objeto, prueba y resultado.","ABIERTO","54ac7eb12d56fc1f55f91cab8d67fa1f7c9f263252e606a04a5b131a889d81f9"
"REV-00090","AFIRMACION","C-094","CORRECCION_P0_P1","CENSO_100_PCT","PENDIENTE","NO_ASIGNADO","PENDIENTE","n/a","PENDIENTE: ninguna segunda inspección independiente se atribuye por generación automática.","Asignar revisor independiente y documentar objeto, prueba y resultado.","ABIERTO","87ed418dc1fb5496ce8c7be63f7adb88fc2b84559510c17fb372586ae0f49666"
"REV-00091","AFIRMACION","C-095","CORRECCION_P0_P1","CENSO_100_PCT","PENDIENTE","NO_ASIGNADO","PENDIENTE","n/a","PENDIENTE: ninguna segunda inspección independiente se atribuye por generación automática.","Asignar revisor independiente y documentar objeto, prueba y resultado.","ABIERTO","36c04937553e3c3c85302e93fd69b1e2a1636ccce12ad334cf8fb0fadde2caa7"
"REV-00092","AFIRMACION","C-096","CORRECCION_P0_P1","CENSO_100_PCT","PENDIENTE","NO_ASIGNADO","PENDIENTE","n/a","PENDIENTE: ninguna segunda inspección independiente se atribuye por generación automática.","Asignar revisor independiente y documentar objeto, prueba y resultado.","ABIERTO","b1dbec39e5699da4e3b23565870dee749d2853a0c55faf1256cc993ceed64b95"
"REV-00093","AFIRMACION","C-097","CORRECCION_P0_P1","CENSO_100_PCT","PENDIENTE","NO_ASIGNADO","PENDIENTE","n/a","PENDIENTE: ninguna segunda inspección independiente se atribuye por generación automática.","Asignar revisor independiente y documentar objeto, prueba y resultado.","ABIERTO","6ee4d6d8418e4896e14f864a3b63cc7b5034cbc119a930d3b08ee8c3ce32e44f"
"REV-00094","AFIRMACION","C-098","CORRECCION_P0_P1","CENSO_100_PCT","PENDIENTE","NO_ASIGNADO","PENDIENTE","n/a","PENDIENTE: ninguna segunda inspección independiente se atribuye por generación automática.","Asignar revisor independiente y documentar objeto, prueba y resultado.","ABIERTO","7e9131aeb8b115a3e59f62ee96c646c5c632b6e06a82ec4633c0e3214aaa1909"
"REV-00095","AFIRMACION","C-099","CORRECCION_P0_P1","CENSO_100_PCT","PENDIENTE","NO_ASIGNADO","PENDIENTE","n/a","PENDIENTE: ninguna segunda inspección independiente se atribuye por generación automática.","Asignar revisor independiente y documentar objeto, prueba y resultado.","ABIERTO","635e8c521ae9ba701218cfbc60f083f30d8871dd7f25be83dc3e6fda49a0d46f"
"REV-00096","AFIRMACION","C-100","CORRECCION_P0_P1","CENSO_100_PCT","PENDIENTE","NO_ASIGNADO","PENDIENTE","n/a","PENDIENTE: ninguna segunda inspección independiente se atribuye por generación automática.","Asignar revisor independiente y documentar objeto, prueba y resultado.","ABIERTO","6181bed3e5b50db6c8d897a0afa23e9ab118eba6eacc9d97313ec48ee57483e8"
"REV-00097","AFIRMACION","C-101","CORRECCION_P0_P1","CENSO_100_PCT","PENDIENTE","NO_ASIGNADO","PENDIENTE","n/a","PENDIENTE: ninguna segunda inspección independiente se atribuye por generación automática.","Asignar revisor independiente y documentar objeto, prueba y resultado.","ABIERTO","71ac74ec124affd0ce08ad4a10f58f28729675ac06c5fa002975d52841e8fb9d"
"REV-00098","AFIRMACION","C-102","CORRECCION_P0_P1","CENSO_100_PCT","PENDIENTE","NO_ASIGNADO","PENDIENTE","n/a","PENDIENTE: ninguna segunda inspección independiente se atribuye por generación automática.","Asignar revisor independiente y documentar objeto, prueba y resultado.","ABIERTO","86632b2a3da5d775e4a54544daee733f8fbe75336bf88bdde8a3d3560124ea52"
"REV-00099","AFIRMACION","C-103","CORRECCION_P0_P1","CENSO_100_PCT","PENDIENTE","NO_ASIGNADO","PENDIENTE","n/a","PENDIENTE: ninguna segunda inspección independiente se atribuye por generación automática.","Asignar revisor independiente y documentar objeto, prueba y resultado.","ABIERTO","5266c8a3311615c1a81b4b171bc36114e4a3d624b7967047a1a9644cd6f5ed76"
"REV-00100","AFIRMACION","C-104","CORRECCION_P0_P1","CENSO_100_PCT","PENDIENTE","NO_ASIGNADO","PENDIENTE","n/a","PENDIENTE: ninguna segunda inspección independiente se atribuye por generación automática.","Asignar revisor independiente y documentar objeto, prueba y resultado.","ABIERTO","dff300883b8d219a4fbea624bad8597818e3447d529fa2f833f17793ebed6bf7"
"REV-00101","AFIRMACION","C-105","CORRECCION_P0_P1","CENSO_100_PCT","PENDIENTE","NO_ASIGNADO","PENDIENTE","n/a","PENDIENTE: ninguna segunda inspección independiente se atribuye por generación automática.","Asignar revisor independiente y documentar objeto, prueba y resultado.","ABIERTO","769f36ccd3e301dc6fbf72fa5b1b5802a20ffcf860ba6b3bd330f2ab135cec92"
"REV-00102","AFIRMACION","C-106","CORRECCION_P0_P1","CENSO_100_PCT","PENDIENTE","NO_ASIGNADO","PENDIENTE","n/a","PENDIENTE: ninguna segunda inspección independiente se atribuye por generación automática.","Asignar revisor independiente y documentar objeto, prueba y resultado.","ABIERTO","0ce0fba4272199003931bca299e4a5d46486a397557175f3bb2a827a4df61748"
"REV-00103","AFIRMACION","C-107","CORRECCION_P0_P1","CENSO_100_PCT","PENDIENTE","NO_ASIGNADO","PENDIENTE","n/a","PENDIENTE: ninguna segunda inspección independiente se atribuye por generación automática.","Asignar revisor independiente y documentar objeto, prueba y resultado.","ABIERTO","fd45906df56528044a83754ac47771fc3ffe914a211516cf67195dc6828d5b24"
"REV-00104","AFIRMACION","C-108","CORRECCION_P0_P1","CENSO_100_PCT","PENDIENTE","NO_ASIGNADO","PENDIENTE","n/a","PENDIENTE: ninguna segunda inspección independiente se atribuye por generación automática.","Asignar revisor independiente y documentar objeto, prueba y resultado.","ABIERTO","9cd509bda940e4b58b210d09d130214218f5e3d79f080289d37a0a1d0c8fcb74"
"REV-00105","AFIRMACION","C-109","CORRECCION_P0_P1","CENSO_100_PCT","PENDIENTE","NO_ASIGNADO","PENDIENTE","n/a","PENDIENTE: ninguna segunda inspección independiente se atribuye por generación automática.","Asignar revisor independiente y documentar objeto, prueba y resultado.","ABIERTO","ce3fc7b4e92a6be63f81fec1435e8eedd99967617ea2eedcc8a1536dbedeac49"
"REV-00106","AFIRMACION","C-110","CORRECCION_P0_P1","CENSO_100_PCT","PENDIENTE","NO_ASIGNADO","PENDIENTE","n/a","PENDIENTE: ninguna segunda inspección independiente se atribuye por generación automática.","Asignar revisor independiente y documentar objeto, prueba y resultado.","ABIERTO","c6eb518c0d46846513c85fc57115902516b9c868993294c49b822662b2f51a72"
"REV-00107","AFIRMACION","C-111","CORRECCION_P0_P1","CENSO_100_PCT","PENDIENTE","NO_ASIGNADO","PENDIENTE","n/a","PENDIENTE: ninguna segunda inspección independiente se atribuye por generación automática.","Asignar revisor independiente y documentar objeto, prueba y resultado.","ABIERTO","0954ac4804d2942370ff6b75cff4d413468c2187df73f35f38da0d141121ad94"
"REV-00108","AFIRMACION","C-112","CORRECCION_P0_P1","CENSO_100_PCT","PENDIENTE","NO_ASIGNADO","PENDIENTE","n/a","PENDIENTE: ninguna segunda inspección independiente se atribuye por generación automática.","Asignar revisor independiente y documentar objeto, prueba y resultado.","ABIERTO","931b667e5a80f0d4062c9bb617241bbecf4a1fbc323288b5bf7332ebafda3b11"
"REV-00109","AFIRMACION","C-113","CORRECCION_P0_P1","CENSO_100_PCT","PENDIENTE","NO_ASIGNADO","PENDIENTE","n/a","PENDIENTE: ninguna segunda inspección independiente se atribuye por generación automática.","Asignar revisor independiente y documentar objeto, prueba y resultado.","ABIERTO","7b6ca90a2739be42fdba3d95e0b23807fc9e53c79b47960e88978292fd2e2226"
"REV-00110","AFIRMACION","C-114","CORRECCION_P0_P1","CENSO_100_PCT","PENDIENTE","NO_ASIGNADO","PENDIENTE","n/a","PENDIENTE: ninguna segunda inspección independiente se atribuye por generación automática.","Asignar revisor independiente y documentar objeto, prueba y resultado.","ABIERTO","f9c8fd0d23807104adadd7ab5f5f9f90ba6cd03d2d1119e37da31226222ff7df"
"REV-00111","AFIRMACION","C-115","CORRECCION_P0_P1","CENSO_100_PCT","PENDIENTE","NO_ASIGNADO","PENDIENTE","n/a","PENDIENTE: ninguna segunda inspección independiente se atribuye por generación automática.","Asignar revisor independiente y documentar objeto, prueba y resultado.","ABIERTO","9ac97fb71b7c00f6f821b582b7e94fe2ae4310264775d9d0aa684a2494cebcf3"
"REV-00112","AFIRMACION","C-116","CORRECCION_P0_P1","CENSO_100_PCT","PENDIENTE","NO_ASIGNADO","PENDIENTE","n/a","PENDIENTE: ninguna segunda inspección independiente se atribuye por generación automática.","Asignar revisor independiente y documentar objeto, prueba y resultado.","ABIERTO","9ac0a525db786a3712d549837aec6a33b9403d799f5fa347c4f56fc20b8d511b"
"REV-00113","AFIRMACION","C-117","CORRECCION_P0_P1","CENSO_100_PCT","PENDIENTE","NO_ASIGNADO","PENDIENTE","n/a","PENDIENTE: ninguna segunda inspección independiente se atribuye por generación automática.","Asignar revisor independiente y documentar objeto, prueba y resultado.","ABIERTO","d0a60cd22825270e570c963dd11b62b22aa28af7ac3020856497fd77a765a0d1"
"REV-00114","AFIRMACION","C-118","CORRECCION_P0_P1","CENSO_100_PCT","PENDIENTE","NO_ASIGNADO","PENDIENTE","n/a","PENDIENTE: ninguna segunda inspección independiente se atribuye por generación automática.","Asignar revisor independiente y documentar objeto, prueba y resultado.","ABIERTO","02a0cd98579d87cc2478984f3d9b13a76b5ca7978a56f770e4ee75266d0cc91e"
"REV-00115","AFIRMACION","C-119","CORRECCION_P0_P1","CENSO_100_PCT","PENDIENTE","NO_ASIGNADO","PENDIENTE","n/a","PENDIENTE: ninguna segunda inspección independiente se atribuye por generación automática.","Asignar revisor independiente y documentar objeto, prueba y resultado.","ABIERTO","66eb355a83a2c49ac053601cd384cefa270cf1c19878fbbfcfeddd86bc687c37"
"REV-00116","AFIRMACION","C-120","CORRECCION_P0_P1","CENSO_100_PCT","PENDIENTE","NO_ASIGNADO","PENDIENTE","n/a","PENDIENTE: ninguna segunda inspección independiente se atribuye por generación automática.","Asignar revisor independiente y documentar objeto, prueba y resultado.","ABIERTO","e32adaa40a69b0d83e796a20ec79bd665a3bf14960b3437fd0651373ac82aadf"
"REV-00117","AFIRMACION","C-121","CORRECCION_P0_P1","CENSO_100_PCT","PENDIENTE","NO_ASIGNADO","PENDIENTE","n/a","PENDIENTE: ninguna segunda inspección independiente se atribuye por generación automática.","Asignar revisor independiente y documentar objeto, prueba y resultado.","ABIERTO","cf90bac1a31820e6229fe019f3fcaa72317709a2faf53b1a45d93d791d3ea7a4"
"REV-00118","AFIRMACION","C-122","CORRECCION_P0_P1","CENSO_100_PCT","PENDIENTE","NO_ASIGNADO","PENDIENTE","n/a","PENDIENTE: ninguna segunda inspección independiente se atribuye por generación automática.","Asignar revisor independiente y documentar objeto, prueba y resultado.","ABIERTO","339e21ed843a219590d91456a860f616845dcac03bb94498afe5eb5236bb41b6"
"REV-00119","AFIRMACION","C-123","CORRECCION_P0_P1","CENSO_100_PCT","PENDIENTE","NO_ASIGNADO","PENDIENTE","n/a","PENDIENTE: ninguna segunda inspección independiente se atribuye por generación automática.","Asignar revisor independiente y documentar objeto, prueba y resultado.","ABIERTO","d2e36585a8f7ecb71e6cbd98b9d528706cafba4b103338e1264aa306dc3a240c"
"REV-00120","AFIRMACION","C-124","CORRECCION_P0_P1","CENSO_100_PCT","PENDIENTE","NO_ASIGNADO","PENDIENTE","n/a","PENDIENTE: ninguna segunda inspección independiente se atribuye por generación automática.","Asignar revisor independiente y documentar objeto, prueba y resultado.","ABIERTO","77f658e21268200d59205ff27b932f61f34d5d7fc52af30fb0e2d1a9435271f3"
"REV-00121","AFIRMACION","C-125","CORRECCION_P0_P1","CENSO_100_PCT","PENDIENTE","NO_ASIGNADO","PENDIENTE","n/a","PENDIENTE: ninguna segunda inspección independiente se atribuye por generación automática.","Asignar revisor independiente y documentar objeto, prueba y resultado.","ABIERTO","b73dd6640aa7ba5ff04f764ea92b7f0aec1d2cb99ae91d4dc1a45bbf572c1d92"
"REV-00122","AFIRMACION","C-126","CORRECCION_P0_P1","CENSO_100_PCT","PENDIENTE","NO_ASIGNADO","PENDIENTE","n/a","PENDIENTE: ninguna segunda inspección independiente se atribuye por generación automática.","Asignar revisor independiente y documentar objeto, prueba y resultado.","ABIERTO","0af3ac99fb3f817dae31bbe66ecd0ab2b759fbfc8579dc60982e375d92201350"
"REV-00123","AFIRMACION","C-127","CORRECCION_P0_P1","CENSO_100_PCT","PENDIENTE","NO_ASIGNADO","PENDIENTE","n/a","PENDIENTE: ninguna segunda inspección independiente se atribuye por generación automática.","Asignar revisor independiente y documentar objeto, prueba y resultado.","ABIERTO","4089acd865b65402f887444c3e5a24d0884934d665d74b559ae4415027744828"
"REV-00124","AFIRMACION","C-128","CORRECCION_P0_P1","CENSO_100_PCT","PENDIENTE","NO_ASIGNADO","PENDIENTE","n/a","PENDIENTE: ninguna segunda inspección independiente se atribuye por generación automática.","Asignar revisor independiente y documentar objeto, prueba y resultado.","ABIERTO","fad1be651c2f69b2798500612b1e1ead0b228c61028604c604d22dc9478bbdc1"
"REV-00125","AFIRMACION","C-129","CORRECCION_P0_P1","CENSO_100_PCT","PENDIENTE","NO_ASIGNADO","PENDIENTE","n/a","PENDIENTE: ninguna segunda inspección independiente se atribuye por generación automática.","Asignar revisor independiente y documentar objeto, prueba y resultado.","ABIERTO","e775d51a2291318d22ebff9b8af3fec8808f50f74714b7dda29e577249252f0a"
"REV-00126","AFIRMACION","C-130","CORRECCION_P0_P1","CENSO_100_PCT","PENDIENTE","NO_ASIGNADO","PENDIENTE","n/a","PENDIENTE: ninguna segunda inspección independiente se atribuye por generación automática.","Asignar revisor independiente y documentar objeto, prueba y resultado.","ABIERTO","62f5ab5e4d19f97edf9e197238e16fa646a8d28a0043fb140dba6c8097193fcf"
