"clave_inicial","clave_final","metadatos_iniciales","metadatos_finales","identidad_bibliografica","tipo_inicial","tipo_final","estado_editorial","acceso","doi_url_inicial","doi_url_final","uso_inicial","uso_final","soporte_unico_inicial","soporte_unico_final","correcciones_retractaciones","veredicto_inicial","veredicto","severidad_inicial","accion_inicial","accion_final","evidencia_auditoria_inicial","evidencia_final","estado_hallazgo","fecha_verificacion","huella_inicial_sha256","huella_corpus_inicial_sha256","huella_final_sha256"
"S324","S324","CROSSREF VERIFICADA: título=Flagellar energy costs across the tree of life; autores=Paul E Schavemaker; Michael Lynch; año=2022; contenedor=eLife; publisher=eLife Sciences Publications, Ltd","autores=Schavemaker, P. E. y Lynch, M.; año=2022; título=Flagellar energy costs across the tree of life; publicación=eLife 11:e77266","COINCIDE (similitud_título=1.000; primer_autor=coincide; año=coincide)","registrado=investigación primaria; metadato externo=journal-article","investigación primaria","Crossref relation={""has-preprint"":[{""asserted-by"":""subject"",""id"":""10.1101/2022.01.31.478446"",""id-type"":""doi""},{""asserted-by"":""object"",""id"":""10.1101/2022.01.31.478446"",""id-type"":""doi""}],""has-review"":[{""asserted-by"":""object"",""id"":""10.7554/eLife.77266.sa0"",""id-type"":""doi""},{""asserted-by"":""object"",""id"":""10.7554/eLife.77266.sa1"",""id-type"":""doi""},{""asserted-by"":""object"",""id"":""10.7554/eLife.77266.sa2"",""id-type"":""doi""}]}; update-to=[]; requiere Crossmark/editor para exhaustividad","METADATOS VERIFICADOS; TEXTO COMPLETO/PASAJE NO INSPECCIONADO EN ESTA PASADA","https://doi.org/10.7554/eLife.77266","https://doi.org/10.7554/eLife.77266","9 afirmaciones; 9 referencias con texto posterior a la clave (heurística; no valida el pasaje)","9 afirmaciones finales","SI: soporte único de 5 afirmaciones","SI: única S de 5 afirmaciones","Crossref relation={""has-preprint"":[{""asserted-by"":""subject"",""id"":""10.1101/2022.01.31.478446"",""id-type"":""doi""},{""asserted-by"":""object"",""id"":""10.1101/2022.01.31.478446"",""id-type"":""doi""}],""has-review"":[{""asserted-by"":""object"",""id"":""10.7554/eLife.77266.sa0"",""id-type"":""doi""},{""asserted-by"":""object"",""id"":""10.7554/eLife.77266.sa1"",""id-type"":""doi""},{""asserted-by"":""object"",""id"":""10.7554/eLife.77266.sa2"",""id-type"":""doi""}]}; update-to=[]; requiere Crossmark/editor para exhaustividad","CORREGIR","CORREGIDA","P2","ETIQUETAR en notas de calidad: soporte único de 5 afirmaciones, o añadir corroboración","METADATOS/NOTAS ACTUALIZADOS y uso final recalculado.","GET api.crossref.org/works/10.7554/elife.77266: HTTP 200; metadatos sí; pasaje citado no inspeccionado","9 C finales citan la fuente; 5 tienen esta S como única S. No se infiere inspección de texto completo desde este recuento.","CERRADO","2026-08-08","791d1b78ed84bbe1ea498a4146dbaccce2e882589fcce2ebb52989a4e3d860a4","880a846e70fd90dde3e546e3223b1989bae53bcbc8999c5ba0aefbfb2960b92d","4feeaa345d48d374a63f252ba4835c761a65f0ce340f32ba10d0482749a6c1ab"
"S325","NO_APLICA","CROSSREF VERIFICADA: título=ATP Consumption of Eukaryotic Flagella Measured at a Single-Cell Level; autores=Daniel T.N. Chen; Michael Heymann; Seth Fraden; Daniela Nicastro; Zvonimir Dogic; año=2015; contenedor=Biophysical Journal; publisher=Elsevier BV","NO_APLICA","COINCIDE (similitud_título=1.000; primer_autor=coincide; año=coincide)","registrado=investigación primaria; metadato externo=journal-article","NO_APLICA","Crossref relation={}; update-to=[]; requiere Crossmark/editor para exhaustividad","METADATOS VERIFICADOS; TEXTO COMPLETO/PASAJE NO INSPECCIONADO EN ESTA PASADA","https://doi.org/10.1016/j.bpj.2015.11.003","NO_APLICA","0 afirmaciones; 0 referencias con texto posterior a la clave (heurística; no valida el pasaje)","0 afirmaciones finales","NO: fuente sin uso","NO","Crossref relation={}; update-to=[]; requiere Crossmark/editor para exhaustividad","CORREGIR","RETIRADA","P2","RETIRAR del apéndice A o enlazar a una afirmación explícita con localizador","RETIRADA: Sin referencia en ninguna afirmación, tabla, apéndice, búsqueda negativa o plantilla canónica final. Destino: Permanece únicamente en el maestro histórico inmutable y en la matriz inicial→final; no se reasigna su clave.","GET api.crossref.org/works/10.1016/j.bpj.2015.11.003: HTTP 200; metadatos sí; pasaje citado no inspeccionado","Ausente de A final y presente una vez en el registro explícito de retiradas; no equivale a desestimación científica.","CERRADO","2026-08-08","2089fd73bbf9d4c67800d5f8b6fea49a1a19078e568b3d430cae26a1082f6777","5fe7e309c2074346a4085b83cf7f68a4b8a8cdd8766660417f199ce546fc6643","NO_APLICA"
"S326","S326","CROSSREF VERIFICADA: título=Actin Polymerization and ATP Hydrolysis; autores=Edward D. Korn; Marie-France Carlier; Dominique Pantaloni; año=1987; contenedor=Science; publisher=American Association for the Advancement of Science (AAAS)","autores=Korn, E. D., Carlier, M.-F. y Pantaloni, D.; año=1987; título=Actin polymerization and ATP hydrolysis; publicación=Science 238:638–644","COINCIDE (similitud_título=1.000; primer_autor=coincide; año=coincide)","registrado=revisión; metadato externo=journal-article","revisión","Crossref relation={}; update-to=[]; requiere Crossmark/editor para exhaustividad","METADATOS VERIFICADOS; TEXTO COMPLETO/PASAJE NO INSPECCIONADO EN ESTA PASADA","https://doi.org/10.1126/science.3672117","https://doi.org/10.1126/science.3672117","2 afirmaciones; 1 referencias con texto posterior a la clave (heurística; no valida el pasaje)","2 afirmaciones finales","SI: soporte único de 1 afirmaciones","SI: única S de 1 afirmaciones","Crossref relation={}; update-to=[]; requiere Crossmark/editor para exhaustividad","CORREGIR","CORREGIDA","P2","ETIQUETAR en notas de calidad: soporte único de 1 afirmaciones, o añadir corroboración","METADATOS/NOTAS ACTUALIZADOS y uso final recalculado.","GET api.crossref.org/works/10.1126/science.3672117: HTTP 200; metadatos sí; pasaje citado no inspeccionado","2 C finales citan la fuente; 1 tienen esta S como única S. No se infiere inspección de texto completo desde este recuento.","CERRADO","2026-08-08","cc6ede897b0d1865d28646a6dbed7c8e3ef5289421348d21ffc217bcb4f0a595","4e9cc12e25a82e69a2a99fdb332f21db287498d4a42668c6d50a71b1129fba74","d2380ada634eb987590fbe433fd297520ce2277203ebe11a0abcca70bd6b70c0"
"S327","S327","CROSSREF VERIFICADA: título=MICROTUBULE POLYMERIZATION DYNAMICS; autores=Arshad Desai; Timothy J. Mitchison; año=1997; contenedor=Annual Review of Cell and Developmental Biology; publisher=Annual Reviews","autores=Desai, A. y Mitchison, T. J.; año=1997; título=Microtubule polymerization dynamics; publicación=Annual Review of Cell and Developmental Biology 13:83–117","COINCIDE (similitud_título=1.000; primer_autor=coincide; año=coincide)","registrado=revisión; metadato externo=journal-article","revisión","Crossref relation={}; update-to=[]; requiere Crossmark/editor para exhaustividad","METADATOS VERIFICADOS; TEXTO COMPLETO/PASAJE NO INSPECCIONADO EN ESTA PASADA","https://doi.org/10.1146/annurev.cellbio.13.1.83","https://doi.org/10.1146/annurev.cellbio.13.1.83","2 afirmaciones; 1 referencias con texto posterior a la clave (heurística; no valida el pasaje)","2 afirmaciones finales","SI: soporte único de 1 afirmaciones","SI: única S de 1 afirmaciones","Crossref relation={}; update-to=[]; requiere Crossmark/editor para exhaustividad","CORREGIR","CORREGIDA","P2","ETIQUETAR en notas de calidad: soporte único de 1 afirmaciones, o añadir corroboración","METADATOS/NOTAS ACTUALIZADOS y uso final recalculado.","GET api.crossref.org/works/10.1146/annurev.cellbio.13.1.83: HTTP 200; metadatos sí; pasaje citado no inspeccionado","2 C finales citan la fuente; 1 tienen esta S como única S. No se infiere inspección de texto completo desde este recuento.","CERRADO","2026-08-08","8480ed8b63189b0fbd25be8a7145133edd8814420a5c999bf0dfcf3d4d8af39a","57949ccfaeab5a6d04ab1fa3d22f3169b2721a88b65fcb1e43ce458dd5477c9f","4a7314ad218e3e36d7f8a17dd778de514a576046273765576f88d972c299c76c"
"S328","S328","CROSSREF VERIFICADA: título=Creatine Kinase–Mediated ATP Supply Fuels Actin-Based Events in Phagocytosis; autores=Jan W. P Kuiper; Helma Pluk; Frank Oerlemans; Frank N van Leeuwen; Frank de Lange; Jack Fransen; Bé Wieringa; año=2008; contenedor=PLoS Biology; publisher=Public Library of Science (PLoS)","autores=Kuiper, J. W. P., et al.; año=2008; título=Creatine kinase-mediated ATP supply fuels actin-based events in phagocytosis; publicación=PLOS Biology 6:e51","COINCIDE (similitud_título=1.000; primer_autor=coincide; año=coincide)","registrado=investigación primaria; metadato externo=journal-article","investigación primaria","Crossref relation={}; update-to=[]; requiere Crossmark/editor para exhaustividad","METADATOS VERIFICADOS; TEXTO COMPLETO/PASAJE NO INSPECCIONADO EN ESTA PASADA","https://doi.org/10.1371/journal.pbio.0060051","https://doi.org/10.1371/journal.pbio.0060051","3 afirmaciones; 2 referencias con texto posterior a la clave (heurística; no valida el pasaje)","3 afirmaciones finales","SI: soporte único de 3 afirmaciones","SI: única S de 3 afirmaciones","Crossref relation={}; update-to=[]; requiere Crossmark/editor para exhaustividad","CORREGIR","CORREGIDA","P2","ETIQUETAR en notas de calidad: soporte único de 3 afirmaciones, o añadir corroboración","METADATOS/NOTAS ACTUALIZADOS y uso final recalculado.","GET api.crossref.org/works/10.1371/journal.pbio.0060051: HTTP 200; metadatos sí; pasaje citado no inspeccionado","3 C finales citan la fuente; 3 tienen esta S como única S. No se infiere inspección de texto completo desde este recuento.","CERRADO","2026-08-08","dcafbd89c5329b14570f8b688f013a3a745dc7659442375f7610266741d4663f","7b22b0e6f029f018f2947746be327de7c459d2e1265820a2db95f49243c9ec1b","2e36bdd9ef5124bf9a169192272f1a60ea7298d1015e24fed573ac7378af6131"
"S329","S329","CROSSREF VERIFICADA: título=Energy Metabolism of Human Neutrophils during Phagocytosis; autores=Niels Borregaard; Troels Herlin; año=1982; contenedor=Journal of Clinical Investigation; publisher=American Society for Clinical Investigation","autores=Borregaard, N. y Herlin, T.; año=1982; título=Energy metabolism of human neutrophils during phagocytosis; publicación=Journal of Clinical Investigation 70:550–557","COINCIDE (similitud_título=1.000; primer_autor=coincide; año=coincide)","registrado=investigación primaria; metadato externo=journal-article","investigación primaria","Crossref relation={}; update-to=[]; requiere Crossmark/editor para exhaustividad","METADATOS VERIFICADOS; TEXTO COMPLETO/PASAJE NO INSPECCIONADO EN ESTA PASADA","https://doi.org/10.1172/JCI110647","https://doi.org/10.1172/JCI110647","2 afirmaciones; 2 referencias con texto posterior a la clave (heurística; no valida el pasaje)","2 afirmaciones finales","SI: soporte único de 2 afirmaciones","SI: única S de 2 afirmaciones","Crossref relation={}; update-to=[]; requiere Crossmark/editor para exhaustividad","CORREGIR","CORREGIDA","P2","ETIQUETAR en notas de calidad: soporte único de 2 afirmaciones, o añadir corroboración","METADATOS/NOTAS ACTUALIZADOS y uso final recalculado.","GET api.crossref.org/works/10.1172/jci110647: HTTP 200; metadatos sí; pasaje citado no inspeccionado","2 C finales citan la fuente; 2 tienen esta S como única S. No se infiere inspección de texto completo desde este recuento.","CERRADO","2026-08-08","63aa1ba45e1561ddf8c71be204608c7ce2385a4868292ef8955c2fe7727fd0b8","3e14ba21dfae38203d71eeb47c5358330454927239dbc21868be80653b2b4aeb","dd87ec5f3235588aa91df69143413e49a90adb0e702bba3537c11a10c7e4f85c"
"S330","S330","CROSSREF VERIFICADA: título=A Mechanistic Perspective on PEX1 and PEX6, Two AAA+ Proteins of the Peroxisomal Protein Import Machinery; autores=Ana G. Pedrosa; Tânia Francisco; Maria J. Ferreira; Tony A. Rodrigues; Aurora Barros-Barbosa; Jorge E. Azevedo; año=2019; contenedor=International Journal of Molecular Sciences; publisher=MDPI AG","autores=Pedrosa, A. G., et al.; año=2019; título=A Mechanistic Perspective on PEX1 and PEX6, Two AAA+ ATPases from the Peroxisomal Protein Import Machinery; publicación=International Journal of Molecular Sciences 20:5246","COINCIDE (similitud_título=0.937; primer_autor=coincide; año=coincide)","registrado=revisión; metadato externo=journal-article","revisión","Crossref relation={}; update-to=[]; requiere Crossmark/editor para exhaustividad","METADATOS VERIFICADOS; TEXTO COMPLETO/PASAJE NO INSPECCIONADO EN ESTA PASADA","https://doi.org/10.3390/ijms20215246","https://doi.org/10.3390/ijms20215246","1 afirmaciones; 1 referencias con texto posterior a la clave (heurística; no valida el pasaje)","1 afirmaciones finales","NO: ninguna afirmación depende exclusivamente de esta fuente","NO","Crossref relation={}; update-to=[]; requiere Crossmark/editor para exhaustividad","CONFORME","CORREGIDA","NINGUNA","CONSERVAR; no se requiere corrección bibliográfica","METADATOS/NOTAS ACTUALIZADOS y uso final recalculado.","GET api.crossref.org/works/10.3390/ijms20215246: HTTP 200; metadatos sí; pasaje citado no inspeccionado","1 C finales citan la fuente; 0 tienen esta S como única S. No se infiere inspección de texto completo desde este recuento.","CERRADO","2026-08-08","57d6e32364b2e5de23dce61d7dd483c68c662a74d95a93a33a999cb19f4f396a","cb7082bfc31711b0dc319139d628090cc3c33b9054a2d619bdc6b9a5cd6be975","a7476f89cdfda4a80b64fbf2aea2b187526e6bba911da4265057c13b1ac314fc"
"S331","S331","CROSSREF VERIFICADA: título=The peroxisomal AAA-ATPase Pex1/Pex6 unfolds substrates by processive threading; autores=Brooke M. Gardner; Dominic T. Castanzo; Saikat Chowdhury; Goran Stjepanovic; Matthew S. Stefely; James H. Hurley; Gabriel C. Lander; Andreas Martin; año=2018; contenedor=Nature Communications; publisher=Springer Science and Business Media LLC","autores=Gardner, B. M., et al.; año=2018; título=The peroxisomal AAA-ATPase Pex1/Pex6 unfolds substrates by processive threading; publicación=Nature Communications 9:135","COINCIDE (similitud_título=1.000; primer_autor=coincide; año=coincide)","registrado=investigación primaria; metadato externo=journal-article","investigación primaria","Crossref relation={}; update-to=[]; requiere Crossmark/editor para exhaustividad","METADATOS VERIFICADOS; TEXTO COMPLETO/PASAJE NO INSPECCIONADO EN ESTA PASADA","https://doi.org/10.1038/s41467-017-02474-4","https://doi.org/10.1038/s41467-017-02474-4","2 afirmaciones; 2 referencias con texto posterior a la clave (heurística; no valida el pasaje)","2 afirmaciones finales","SI: soporte único de 1 afirmaciones","SI: única S de 1 afirmaciones","Crossref relation={}; update-to=[]; requiere Crossmark/editor para exhaustividad","CORREGIR","CORREGIDA","P2","ETIQUETAR en notas de calidad: soporte único de 1 afirmaciones, o añadir corroboración","METADATOS/NOTAS ACTUALIZADOS y uso final recalculado.","GET api.crossref.org/works/10.1038/s41467-017-02474-4: HTTP 200; metadatos sí; pasaje citado no inspeccionado","2 C finales citan la fuente; 1 tienen esta S como única S. No se infiere inspección de texto completo desde este recuento.","CERRADO","2026-08-08","eb04f0d834f2a4de7b6ddf2edd08e5479da1cd7c9e97e7e7e2a26bd80dd89c00","a556d97487c8efef62526f043915545cc466476b6aaad5665737598fbeff4012","3ff12f7249d6502a6a69afb79fbac8137ad2e1ef53f825217e763db37d53681e"
"S332","S332","CROSSREF VERIFICADA: título=Structure of the peroxisomal Pex1/Pex6 ATPase complex bound to a substrate; autores=Maximilian Rüttermann; Michelle Koci; Pascal Lill; Ermis Dionysios Geladas; Farnusch Kaschani; Björn Udo Klink; Ralf Erdmann; Christos Gatsogiannis; año=2023; contenedor=Nature Communications; publisher=Springer Science and Business Media LLC","autores=Rüttermann, S., et al.; año=2023; título=Structure of the peroxisomal Pex1/Pex6 ATPase complex bound to a substrate-processing cofactor; publicación=Nature Communications 14:6048","COINCIDE (similitud_título=0.881; primer_autor=coincide; año=coincide)","registrado=investigación primaria; metadato externo=journal-article","investigación primaria","Crossref relation={""has-preprint"":[{""asserted-by"":""object"",""id"":""10.1101/2022.11.19.517173"",""id-type"":""doi""}]}; update-to=[]; requiere Crossmark/editor para exhaustividad","METADATOS VERIFICADOS; TEXTO COMPLETO/PASAJE NO INSPECCIONADO EN ESTA PASADA","https://doi.org/10.1038/s41467-023-41640-9","https://doi.org/10.1038/s41467-023-41640-9","1 afirmaciones; 1 referencias con texto posterior a la clave (heurística; no valida el pasaje)","1 afirmaciones finales","NO: ninguna afirmación depende exclusivamente de esta fuente","NO","Crossref relation={""has-preprint"":[{""asserted-by"":""object"",""id"":""10.1101/2022.11.19.517173"",""id-type"":""doi""}]}; update-to=[]; requiere Crossmark/editor para exhaustividad","CONFORME","CORREGIDA","NINGUNA","CONSERVAR; no se requiere corrección bibliográfica","METADATOS/NOTAS ACTUALIZADOS y uso final recalculado.","GET api.crossref.org/works/10.1038/s41467-023-41640-9: HTTP 200; metadatos sí; pasaje citado no inspeccionado","1 C finales citan la fuente; 0 tienen esta S como única S. No se infiere inspección de texto completo desde este recuento.","CERRADO","2026-08-08","45245c3a0312834d35551ee4af0ec874975225438ee880dc31957dc3de310a92","b0acfb3b839d466d2a3ae2da0540a12c40c5750f4a2591912170e52d945e8725","e74ccff593dad940bb2e7ec80a04c965ae05b49106310cd339163b0aa606d636"
"S333","S333","CROSSREF VERIFICADA: título=The cell biology of open and closed mitosis; autores=Barbara Boettcher; Yves Barral; año=2013; contenedor=Nucleus; publisher=Informa UK Limited","autores=Boettcher, B. y Barral, Y.; año=2013; título=The cell biology of open and closed mitosis; publicación=Nucleus 4:160–165","COINCIDE (similitud_título=1.000; primer_autor=coincide; año=coincide)","registrado=revisión; metadato externo=journal-article","revisión","Crossref relation={}; update-to=[]; requiere Crossmark/editor para exhaustividad","METADATOS VERIFICADOS; TEXTO COMPLETO/PASAJE NO INSPECCIONADO EN ESTA PASADA","https://doi.org/10.4161/nucl.24676","https://doi.org/10.4161/nucl.24676","3 afirmaciones; 3 referencias con texto posterior a la clave (heurística; no valida el pasaje)","3 afirmaciones finales","SI: soporte único de 3 afirmaciones","SI: única S de 3 afirmaciones","Crossref relation={}; update-to=[]; requiere Crossmark/editor para exhaustividad","CORREGIR","CORREGIDA","P2","ETIQUETAR en notas de calidad: soporte único de 3 afirmaciones, o añadir corroboración","METADATOS/NOTAS ACTUALIZADOS y uso final recalculado.","GET api.crossref.org/works/10.4161/nucl.24676: HTTP 200; metadatos sí; pasaje citado no inspeccionado","3 C finales citan la fuente; 3 tienen esta S como única S. No se infiere inspección de texto completo desde este recuento.","CERRADO","2026-08-08","d37bbfb3daff673c7cac4276753e83fa8e3303656ed6a0bf8e751528488a0da9","b67f38551fc90d70c468e478441a4f6f90c67e95f70cd248363e37d191445e3e","2bf2ed5bb93d0fcc5e8e6fc336fd45c3091357737fb9dd4e8998c5850255cb3b"
