"id_requisito","seccion_prompt","ancla","requisito_literal","estado_inicial","estado_final","afirmaciones_iniciales","afirmaciones","tablas_iniciales","tablas","fuentes_iniciales","fuentes","busqueda_negativa_inicial","busqueda_negativa","accion_inicial","accion","evidencia_inicial","evidencia","huella_inicial_sha256"
"R-0118","5","L85","Para cada ítem: qué se observa, qué se infiere, con qué método se dató, con qué incertidumbre, quién discute la atribución y con qué argumento.","NO_VERIFICABLE","CUMPLE","C-666–C-721","C-694–C-750","table-34-5-8-asignacion-fosil-mas-antigua-localizada-por-nodo","table-34-5-8-asignacion-fosil-mas-antigua-localizada-por-nodo","S141; S150; S151; S152; S153; S154; S155; S156; S157; S158; S159; S160; S161; S162; S163; S164; S165; S166; S167; S168; S169; S170; S171; S172; S173; S174; S176; S178","S141; S150; S151; S152; S153; S154; S155; S156; S157; S158; S159; S160; S161; S162; S163; S164; S165; S166; S167; S168; S169; S170; S171; S172; S173; S174; S176; S178","n/a","n/a","REVISAR semánticamente «Para cada ítem: qué se observa, qué se infiere, con qué método se dató, con qué incertidumbre, quién discute la atribución y con qué argumento.» oración por oración y celda por celda; asignar C/S/localizador o registrar un hueco, sin inferir cumplimiento por texto parecido","Destino final trazado a C-694–C-750; table-34-5-8-asignacion-fosil-mas-antigua-localizada-por-nodo; S141; S150; S151; S152; S153; S154; S155; S156; S157; S158; S159; S160; S161; S162; S163; S164; S165; S166; S167; S168; S169; S170; S171; S172; S173; S174; S176; S178. La clasificación de cierre no añade una inspección científica distinta de la ya documentada.","docs/secciones/006-05-5-el-registro-material-fosiles-y-biomarcadores.md; coincidencia léxica auditada=0.125; términos distintivos coincidentes=atribucion; requiere verificación semántica humana","Ancla literal L85; destinos finales: C-694–C-750; table-34-5-8-asignacion-fosil-mas-antigua-localizada-por-nodo; S141; S150; S151; S152; S153; S154; S155; S156; S157; S158; S159; S160; S161; S162; S163; S164; S165; S166; S167; S168; S169; S170; S171; S172; S173; S174; S176; S178.","a7e7e570b28bc58979c40e085e0a9da9f468c9a4db15ddde79631ee4665fd3ec"
"R-0119","5","L85","Y para cada nodo del corredor: cuál es el fósil más antiguo que se le puede asignar con alguna confianza, o que no hay ninguno.","PARCIAL","CUMPLE","C-666–C-721","C-694–C-750","table-34-5-8-asignacion-fosil-mas-antigua-localizada-por-nodo","table-34-5-8-asignacion-fosil-mas-antigua-localizada-por-nodo","S141; S150; S151; S152; S153; S154; S155; S156; S157; S158; S159; S160; S161; S162; S163; S164; S165; S166; S167; S168; S169; S170; S171; S172; S173; S174; S176; S178","S141; S150; S151; S152; S153; S154; S155; S156; S157; S158; S159; S160; S161; S162; S163; S164; S165; S166; S167; S168; S169; S170; S171; S172; S173; S174; S176; S178","n/a","n/a","COMPLETAR «Y para cada nodo del corredor: cuál es el fósil más antiguo que se le puede asignar con alguna confianza, o que no hay ninguno.»: asignar cada submandato a C, tabla, S con localizador o BN reproducible; no aceptar coincidencia léxica como cierre","Destino final trazado a C-694–C-750; table-34-5-8-asignacion-fosil-mas-antigua-localizada-por-nodo; S141; S150; S151; S152; S153; S154; S155; S156; S157; S158; S159; S160; S161; S162; S163; S164; S165; S166; S167; S168; S169; S170; S171; S172; S173; S174; S176; S178. La clasificación de cierre no añade una inspección científica distinta de la ya documentada.","docs/secciones/006-05-5-el-registro-material-fosiles-y-biomarcadores.md; coincidencia léxica auditada=0.375; términos distintivos coincidentes=corredor, fosil, puede; requiere verificación semántica humana","Ancla literal L85; destinos finales: C-694–C-750; table-34-5-8-asignacion-fosil-mas-antigua-localizada-por-nodo; S141; S150; S151; S152; S153; S154; S155; S156; S157; S158; S159; S160; S161; S162; S163; S164; S165; S166; S167; S168; S169; S170; S171; S172; S173; S174; S176; S178.","ae0a546f1c938a33944dbe8da9b4b98a28a8da3b8096f386b80955e004833c67"
"R-0120","6","L89","Estimaciones publicadas de la edad de LECA y de cada nodo del corredor, con el intervalo tal como lo da cada trabajo.","PARCIAL","CUMPLE_MEDIANTE_HUECO_ETIQUETADO","C-722–C-750","C-757–C-785","table-36-6-1-estimaciones-publicadas","table-36-6-1-estimaciones-publicadas","S139; S140; S141; S142; S160; S171; S177; S178; S179; S181; S500","S139; S140; S141; S142; S160; S171; S177; S178; S179; S181; S500","BN-093","BN-093","COMPLETAR «Estimaciones publicadas de la edad de LECA y de cada nodo del corredor, con el intervalo tal como lo da cada trabajo.»: asignar cada submandato a C, tabla, S con localizador o BN reproducible; no aceptar coincidencia léxica como cierre","Destino final trazado a C-757–C-785; table-36-6-1-estimaciones-publicadas; S139; S140; S141; S142; S160; S171; S177; S178; S179; S181; S500; BN-093. La clasificación de cierre no añade una inspección científica distinta de la ya documentada.","docs/secciones/007-06-6-tiempo-relojes-moleculares-y-desacuerdo-con-las-rocas.md; coincidencia léxica auditada=0.600; términos distintivos coincidentes=estimaciones, intervalo, publicadas; requiere verificación semántica humana","Ancla literal L89; destinos finales: C-757–C-785; table-36-6-1-estimaciones-publicadas; S139; S140; S141; S142; S160; S171; S177; S178; S179; S181; S500; BN-093.","654adadf3a943d604be3d945d369328cd33f68be424f5854b600f5f39fa9663c"
"R-0121","6","L89","Varios estudios, no uno, y cuánto se solapan.","PARCIAL","CUMPLE_MEDIANTE_HUECO_ETIQUETADO","C-722–C-750","C-757–C-785","table-36-6-1-estimaciones-publicadas","table-36-6-1-estimaciones-publicadas","S139; S140; S141; S142; S160; S171; S177; S178; S179; S181; S500","S139; S140; S141; S142; S160; S171; S177; S178; S179; S181; S500","BN-093","BN-093","COMPLETAR «Varios estudios, no uno, y cuánto se solapan.»: asignar cada submandato a C, tabla, S con localizador o BN reproducible; no aceptar coincidencia léxica como cierre","Destino final trazado a C-757–C-785; table-36-6-1-estimaciones-publicadas; S139; S140; S141; S142; S160; S171; S177; S178; S179; S181; S500; BN-093. La clasificación de cierre no añade una inspección científica distinta de la ya documentada.","docs/secciones/007-06-6-tiempo-relojes-moleculares-y-desacuerdo-con-las-rocas.md; coincidencia léxica auditada=0.250; términos distintivos coincidentes=estudios; requiere verificación semántica humana","Ancla literal L89; destinos finales: C-757–C-785; table-36-6-1-estimaciones-publicadas; S139; S140; S141; S142; S160; S171; S177; S178; S179; S181; S500; BN-093.","dffc19cedd2b688c8e8d3a04fabdf18c232b0448b04ca1e8772af95859edfc9a"
"R-0122","6","L90","Cómo se obtuvo cada estimación: modelo de reloj (estricto, relajado log-normal, autocorrelado), calibraciones y qué tipo de acotación aporta cada una (mínima, máxima, uniforme), muestreo génico y taxonómico, datación por nodos o de evidencia total.","PARCIAL","CUMPLE_MEDIANTE_HUECO_ETIQUETADO","C-722–C-750","C-757–C-785","table-36-6-1-estimaciones-publicadas","table-36-6-1-estimaciones-publicadas","S139; S140; S141; S142; S160; S171; S177; S178; S179; S181; S500","S139; S140; S141; S142; S160; S171; S177; S178; S179; S181; S500","BN-093","BN-093","COMPLETAR «Cómo se obtuvo cada estimación: modelo de reloj (estricto, relajado log-normal, autocorrelado), calibraciones y qué tipo de acotación aporta cada una (mínima, máxima, uniforme), mu…»: asignar cada submandato a C, tabla, S con localizador o BN reproducible; no aceptar coincidencia léxica como cierre","Destino final trazado a C-757–C-785; table-36-6-1-estimaciones-publicadas; S139; S140; S141; S142; S160; S171; S177; S178; S179; S181; S500; BN-093. La clasificación de cierre no añade una inspección científica distinta de la ya documentada.","docs/secciones/007-06-6-tiempo-relojes-moleculares-y-desacuerdo-con-las-rocas.md; coincidencia léxica auditada=0.381; términos distintivos coincidentes=calibraciones, datacion, estimacion, modelo, muestreo, nodos, relajado, reloj; requiere verificación semántica humana","Ancla literal L90; destinos finales: C-757–C-785; table-36-6-1-estimaciones-publicadas; S139; S140; S141; S142; S160; S171; S177; S178; S179; S181; S500; BN-093.","18402f3fd010c158a51dc0b3ea26553022d1d1c85233885220affa5906372224"
"R-0123","6","L91","El peso desproporcionado de unas pocas calibraciones, en especial Bangiomorpha.","PARCIAL","CUMPLE_MEDIANTE_HUECO_ETIQUETADO","C-722–C-750","C-757–C-785","table-36-6-1-estimaciones-publicadas","table-36-6-1-estimaciones-publicadas","S139; S140; S141; S142; S160; S171; S177; S178; S179; S181; S500","S139; S140; S141; S142; S160; S171; S177; S178; S179; S181; S500","BN-093","BN-093","COMPLETAR «El peso desproporcionado de unas pocas calibraciones, en especial Bangiomorpha.»: asignar cada submandato a C, tabla, S con localizador o BN reproducible; no aceptar coincidencia léxica como cierre","Destino final trazado a C-757–C-785; table-36-6-1-estimaciones-publicadas; S139; S140; S141; S142; S160; S171; S177; S178; S179; S181; S500; BN-093. La clasificación de cierre no añade una inspección científica distinta de la ya documentada.","docs/secciones/007-06-6-tiempo-relojes-moleculares-y-desacuerdo-con-las-rocas.md; coincidencia léxica auditada=0.600; términos distintivos coincidentes=bangiomorpha, calibraciones, desproporcionado; requiere verificación semántica humana","Ancla literal L91; destinos finales: C-757–C-785; table-36-6-1-estimaciones-publicadas; S139; S140; S141; S142; S160; S171; S177; S178; S179; S181; S500; BN-093.","0b039974c390d990ee5264c22a5f31cbfb9cd854d3cee65a8c615f84ff97cfba"
"R-0124","6","L92","El desacuerdo: los fósiles inequívocos de eucariotas corona son bastante más jóvenes que muchas estimaciones de reloj.","CUMPLE","CUMPLE_MEDIANTE_HUECO_ETIQUETADO","C-722–C-750","C-757–C-785","table-36-6-1-estimaciones-publicadas","table-36-6-1-estimaciones-publicadas","S139; S140; S141; S142; S160; S171; S177; S178; S179; S181; S500","S139; S140; S141; S142; S160; S171; S177; S178; S179; S181; S500","BN-093","BN-093","CONFIRMAR por muestreo humano la cobertura de «El desacuerdo: los fósiles inequívocos de eucariotas corona son bastante más jóvenes que muchas estimaciones de reloj.» y conservar el mapeo solo si sus C tienen pasaje válido","Destino final trazado a C-757–C-785; table-36-6-1-estimaciones-publicadas; S139; S140; S141; S142; S160; S171; S177; S178; S179; S181; S500; BN-093. La clasificación de cierre no añade una inspección científica distinta de la ya documentada.","docs/secciones/007-06-6-tiempo-relojes-moleculares-y-desacuerdo-con-las-rocas.md; coincidencia léxica auditada=0.800; términos distintivos coincidentes=corona, desacuerdo, estimaciones, eucariotas, fosiles, inequivocos, jovenes, reloj; requiere verificación semántica humana","Ancla literal L92; destinos finales: C-757–C-785; table-36-6-1-estimaciones-publicadas; S139; S140; S141; S142; S160; S171; S177; S178; S179; S181; S500; BN-093.","e37898faa2f352bbce30fce05d1c311bbda4dcd42d8a57a262ee5346f5389aeb"
"R-0125","6","L92","Expón la explicación de conciliación —que buena parte del registro antiguo es grupo tronco y no corona— y la posición minoritaria que defiende un origen eucariota tardío.","PARCIAL","CUMPLE_MEDIANTE_HUECO_ETIQUETADO","C-722–C-750","C-757–C-785","table-36-6-1-estimaciones-publicadas","table-36-6-1-estimaciones-publicadas","S139; S140; S141; S142; S160; S171; S177; S178; S179; S181; S500","S139; S140; S141; S142; S160; S171; S177; S178; S179; S181; S500","BN-093","BN-093","COMPLETAR «Expón la explicación de conciliación —que buena parte del registro antiguo es grupo tronco y no corona— y la posición minoritaria que defiende un origen eucariota tardío.»: asignar cada submandato a C, tabla, S con localizador o BN reproducible; no aceptar coincidencia léxica como cierre","Destino final trazado a C-757–C-785; table-36-6-1-estimaciones-publicadas; S139; S140; S141; S142; S160; S171; S177; S178; S179; S181; S500; BN-093. La clasificación de cierre no añade una inspección científica distinta de la ya documentada.","docs/secciones/007-06-6-tiempo-relojes-moleculares-y-desacuerdo-con-las-rocas.md; coincidencia léxica auditada=0.688; términos distintivos coincidentes=buena, conciliacion, corona, eucariota, grupo, origen, parte, posicion, registro, tardio, tronco; requiere verificación semántica humana","Ancla literal L92; destinos finales: C-757–C-785; table-36-6-1-estimaciones-publicadas; S139; S140; S141; S142; S160; S171; S177; S178; S179; S181; S500; BN-093.","52e5de92299bb52b767e3ea5e5737ce728b243df54b8e36201728a210a05b991"
"R-0126","6","L92","Etiquétalo como controversia y no lo cierres.","NO_VERIFICABLE","CUMPLE_MEDIANTE_HUECO_ETIQUETADO","C-722–C-750","C-757–C-785","table-36-6-1-estimaciones-publicadas","table-36-6-1-estimaciones-publicadas","S139; S140; S141; S142; S160; S171; S177; S178; S179; S181; S500","S139; S140; S141; S142; S160; S171; S177; S178; S179; S181; S500","BN-093","BN-093","REVISAR semánticamente «Etiquétalo como controversia y no lo cierres.» oración por oración y celda por celda; asignar C/S/localizador o registrar un hueco, sin inferir cumplimiento por texto parecido","Destino final trazado a C-757–C-785; table-36-6-1-estimaciones-publicadas; S139; S140; S141; S142; S160; S171; S177; S178; S179; S181; S500; BN-093. La clasificación de cierre no añade una inspección científica distinta de la ya documentada.","docs/secciones/007-06-6-tiempo-relojes-moleculares-y-desacuerdo-con-las-rocas.md; coincidencia léxica auditada=0.000; términos distintivos coincidentes=ninguno; requiere verificación semántica humana","Ancla literal L92; destinos finales: C-757–C-785; table-36-6-1-estimaciones-publicadas; S139; S140; S141; S142; S160; S171; S177; S178; S179; S181; S500; BN-093.","7b24124a7c467edcdbb016836539ed22d5c2d101008fbe0096d9501c6cce1455"
"R-0127","6","L93","Por qué los relojes son frágiles aquí: divergencias antiguas, saturación, heterotaquia, ausencia de fósiles diagnósticos, dependencia del prior de calibración.","PARCIAL","CUMPLE_MEDIANTE_HUECO_ETIQUETADO","C-722–C-750","C-757–C-785","table-36-6-1-estimaciones-publicadas","table-36-6-1-estimaciones-publicadas","S139; S140; S141; S142; S160; S171; S177; S178; S179; S181; S500","S139; S140; S141; S142; S160; S171; S177; S178; S179; S181; S500","BN-093","BN-093","COMPLETAR «Por qué los relojes son frágiles aquí: divergencias antiguas, saturación, heterotaquia, ausencia de fósiles diagnósticos, dependencia del prior de calibración.»: asignar cada submandato a C, tabla, S con localizador o BN reproducible; no aceptar coincidencia léxica como cierre","Destino final trazado a C-757–C-785; table-36-6-1-estimaciones-publicadas; S139; S140; S141; S142; S160; S171; S177; S178; S179; S181; S500; BN-093. La clasificación de cierre no añade una inspección científica distinta de la ya documentada.","docs/secciones/007-06-6-tiempo-relojes-moleculares-y-desacuerdo-con-las-rocas.md; coincidencia léxica auditada=0.667; términos distintivos coincidentes=ausencia, calibracion, dependencia, divergencias, fosiles, heterotaquia, relojes, saturacion; requiere verificación semántica humana","Ancla literal L93; destinos finales: C-757–C-785; table-36-6-1-estimaciones-publicadas; S139; S140; S141; S142; S160; S171; S177; S178; S179; S181; S500; BN-093.","f554fb0e843c60b073e911bf7977ca84aa316dcffee1bd8157c9f4718f4b9d9e"
"R-0128","6","L95","Cuando varios trabajos den estimaciones incompatibles de la misma magnitud, no promedies, no elijas la más citada y no des un valor de consenso.","INCUMPLE","CUMPLE_MEDIANTE_HUECO_ETIQUETADO","C-722–C-750","C-757–C-785","table-36-6-1-estimaciones-publicadas","table-36-6-1-estimaciones-publicadas","S139; S140; S141; S142; S160; S171; S177; S178; S179; S181; S500","S139; S140; S141; S142; S160; S171; S177; S178; S179; S181; S500","BN-093","BN-093","ELIMINAR los puntos medios C-498/C-506/C-514/C-522/C-530/C-562/C-570/C-578/C-586/C-594, la amplitud C-739 y el complemento 94,5 % de C-1289; conservar solo valores publicados","Destino final trazado a C-757–C-785; table-36-6-1-estimaciones-publicadas; S139; S140; S141; S142; S160; S171; S177; S178; S179; S181; S500; BN-093. La clasificación de cierre no añade una inspección científica distinta de la ya documentada.","docs/secciones/007-06-6-tiempo-relojes-moleculares-y-desacuerdo-con-las-rocas.md; coincidencia léxica auditada=0.273; términos distintivos coincidentes=consenso, estimaciones, incompatibles; requiere verificación semántica humana","Ancla literal L95; destinos finales: C-757–C-785; table-36-6-1-estimaciones-publicadas; S139; S140; S141; S142; S160; S171; S177; S178; S179; S181; S500; BN-093.","b0fe09c8000a64783502370c761ce2aa04faf2cede1d806f292a0ff1b53fe9ab"
