"id_segmento","tipo","ruta","localizador","columna","contenido","sha256_contenido","afirmaciones","metodo_mapeo","estado_revision"
"TC-00062","prosa","docs/secciones/003-02-2-el-punto-de-partida-dos-dominios-o-tres.md","L147","n/a","La publicación inicial usó *Candidatus Prometheoarchaeum syntrophicum*; la descripción taxonómica de 2024 adoptó *Promethearchaeum syntrophicum*. [C-172; S34 título; S35 título] No es una mera variante tipográfica.","478f275427fd618d41e1e5a1704a1ef618791270f33fe32cb0bb29634bcabe91","C-172","cita_en_segmento","REVISADA"
"TC-00063","prosa","docs/secciones/003-02-2-el-punto-de-partida-dos-dominios-o-tres.md","L149","n/a","El organismo se mantiene en cocultivo puro con un socio consumidor de H₂ o formiato y no en cultivo axénico independiente. [C-092; S35 descripción] Sus células midieron 300–750 nm. [C-093; S35 descripción morfológica] Creció entre 4 °C y 30 °C, con óptimo de 20 °C. [C-094; S35 fisiología]","7f068cab88598b16213263b0823980e4e94b157f0a7c412e65f69b31dbda70c1","C-092; C-093; C-094","cita_en_segmento","REVISADA"
"TC-00064","prosa","docs/secciones/003-02-2-el-punto-de-partida-dos-dominios-o-tres.md","L151","n/a","Un crecimiento completo necesitó aproximadamente tres meses y alcanzó alrededor de 6.7 × 10^6 copias de 16S rRNA ml−1 bajo las condiciones descritas. [C-095–C-096; S35 resumen; Results §Physiology; fig. S2b] El cromosoma publicado mide 4.32 Mb y posee 31.1 % GC. [C-097; S35 Genome characteristics]","0c7c0c1613e8c4d37130b40d0eb935aad812ec60714dd10d22e56f7078167009","C-095; C-096; C-097","cita_en_segmento","REVISADA"
"TC-00065","prosa","docs/secciones/003-02-2-el-punto-de-partida-dos-dominios-o-tres.md","L153","n/a","El catabolismo de aminoácidos y péptidos depende de socios que retiran hidrógeno o formiato. [C-098; S34 Results; S35 fisiología] Las protrusiones se observaron por microscopía. [C-099; S34 figs. 2–3] El modelo E3 extrapola desde esas observaciones; el proceso histórico no fue observado. [C-100; C-101; S34 Discussion; fig. 5]","0998c1bede4b64d9d2e50bff0c0441adb380134425ea100cbab70e6337a9d3fa","C-098; C-099; C-100; C-101","cita_en_segmento","REVISADA"
"TC-00066","prosa","docs/secciones/003-02-2-el-punto-de-partida-dos-dominios-o-tres.md","L157","n/a","*Lokiarchaeum ossiferum* procede de un enriquecimiento, no de un cultivo axénico. [C-102; S36 Methods] La criotomografía electrónica mostró protrusiones ramificadas y filamentos helicoidales de doble hebra compatibles con actina arqueana. [C-103–C-104; S36 figs. 1–4]","66f47771e2b7b2610b3e0c5734909d3204fcb00ef144219f1c033efd837527f2","C-103; C-104; C-102","cita_en_segmento","REVISADA"
"TC-00067","prosa","docs/secciones/003-02-2-el-punto-de-partida-dos-dominios-o-tres.md","L161","n/a","En sedimentos de Aarhus Bay, células afiliadas a Hodarchaeales representaron 0.1 % de las lecturas relativas de rRNA examinadas. [C-105; S37 resumen; Results] Las células marcadas midieron en promedio 3 µm, con rango de 1.5–5.2 µm. [C-106; S37 resumen; fig. 2] La identificación usó CARD-FISH y microscopía in situ, no cultivo. [C-107; S37 Methods]","3e0bab8ea66c3449e1a3a0274728cf916db278c46227d38c15e56a125e98d637","C-105; C-106; C-107","cita_en_segmento","REVISADA"
"TC-00068","prosa","docs/secciones/003-02-2-el-punto-de-partida-dos-dominios-o-tres.md","L165","n/a","El enriquecimiento de *Nerearchaeum marumarumayae* alcanzó 89 % y permaneció asociado con *Stromatodesulfovibrio nilemahensis*. [C-108–C-109; S38 resumen; fig. 1] El genoma indicó potencial para producir H₂, acetato, formiato y sulfito. [C-110; S38 Results] La fuente no autoriza llamarlo cultivo puro ni convertir todos esos potenciales en flujos medidos.","0ec520e6ee8f662b7322892a345a4d9db51aaefc1023199d11bcc190f1d8e398","C-108; C-109; C-110","cita_en_segmento","REVISADA"
"TC-00069","prosa","docs/secciones/003-02-2-el-punto-de-partida-dos-dominios-o-tres.md","L171","n/a","La matriz NM54 de Eme et al. tuvo 54 proteínas no ribosómicas, 313 taxones arqueanos y 13.513 posiciones. [C-120; S25 Methods] En datos sin filtrar, Eukaryota se asoció con Njordarchaeales; al retirar sitios rápidos, la asociación pasó a Hodarchaeales. [C-121; S25 Results; Extended Data]","0fea5257078d88c31e524ae1f42984906844324979424c59086a1d981f8e45f9","C-120; C-121","cita_en_segmento","REVISADA"
"TC-00070","prosa","docs/secciones/003-02-2-el-punto-de-partida-dos-dominios-o-tres.md","L173","n/a","Los análisis principales CAT+GTR y recodificados recuperaron Hodarchaeales como grupo hermano de Eukaryota. [C-122; S25 fig. 1] El mismo trabajo publicó tamaños genómicos medianos de 2.4, 2.7, 3.4, 3.7 y 5.1 Mb para Njord-, Kari-, Gerd-, Heimdall- y Hodarchaeales. [C-123; S25 fig. 3]","c105a52a97d901380f6f57e257595aecb0e46a6d436896d6a16cadcf2c83dc5e","C-122; C-123","cita_en_segmento","REVISADA"
"TC-00071","prosa","docs/secciones/003-02-2-el-punto-de-partida-dos-dominios-o-tres.md","L175","n/a","La reconstrucción ancestral produjo 4.053 familias proteicas para el ancestro de Hodarchaeales y 3.134 para el ancestro asgard considerado. [C-124; S25 Results; fig. 3] La temperatura óptima mediana de Hodarchaeales fue inferida en 36.7 °C. [C-125; S25 Results; fig. 4] Ninguna de esas magnitudes es una medición en un Hodarchaeales cultivado.","51fb59c0ad0f850ae173225d6d350313792876a92cfe7c035d13638eb7858a6c","C-124; C-125","cita_en_segmento","REVISADA"
"TC-00072","prosa","docs/secciones/003-02-2-el-punto-de-partida-dos-dominios-o-tres.md","L179","n/a","La matriz de 97 proteínas de Zhang et al. reunió 97 proteínas, 411 Asgard, 14 eucariotas y 20.067 posiciones. [C-126; S26 Methods; fig. 3] El análisis SR4-CAT+GTR produjo PP = 1; la matriz de 150 proteínas produjo PP = 0.8 y NM57 PP = 1 para posiciones fuera de Heimdallarchaeia. [C-127–C-128; S26 fig. 3; Extended Data]","d4d1f046afe4f95d2f400cd9b751f18f78a82d79af2afe0fd07f8b558a2aa7a6","C-127; C-128; C-126","cita_en_segmento","REVISADA"
"TC-00073","prosa","docs/secciones/003-02-2-el-punto-de-partida-dos-dominios-o-tres.md","L181","n/a","La topología principal situó Eukaryota dentro de Asgardarchaeota pero como hermana de Heimdallarchaeia, no dentro de ella. [C-129; S26 fig. 3] Además, algunos MAG de Njordarchaeota contenían 22–51 % de fracciones afiliadas a TACK, lo que cuestionó su uso sin depuración. [C-130; S26 Results; Extended Data]","57685a895f34cfe81dfdff07e7c4421b9fdd9b9f78ee03991ae20fdbe2e4527a","C-129; C-130","cita_en_segmento","REVISADA"
"TC-00074","prosa","docs/secciones/003-02-2-el-punto-de-partida-dos-dominios-o-tres.md","L183","n/a","Ambos estudios sostienen dos dominios; discrepan en el nodo interno. [C-131; S25 fig. 1; S26 fig. 3] `linaje asgard más próximo a Eukaryota no resuelto` es, por tanto, la etiqueta correcta en esta fase.","dc638dd45e11f6badd16fb27a1a9334c57d77029d0e151381cbb083d55bc74e2","C-131","cita_en_segmento","REVISADA"
"TC-00075","prosa","docs/secciones/003-02-2-el-punto-de-partida-dos-dominios-o-tres.md","L187","n/a","Los genomas asgard codifican homólogos de actina, profilina, gelsolina, ESCRT, ubiquitina, GTPasas pequeñas y tubulina. [C-132; S22, S23, S24] La tabla separa la clase de evidencia, porque una secuencia con buen alineamiento no produce por sí sola un filamento, una vesícula ni un tráfico intracelular.","bc4b6f110a8bb1efa19f77257161f0dd7df270a02065e7e600189aa587199c39","C-132","cita_en_segmento","REVISADA"
"TC-00076","prosa","docs/secciones/003-02-2-el-punto-de-partida-dos-dominios-o-tres.md","L191","n/a","La actina y las tubulinas de *Lokiarchaeum ossiferum* cuentan con evidencia celular nativa. [C-133; C-139; S36; S531] OdinTubulin sigue caracterizada de forma recombinante, mientras una tubulina de Heimdallarchaeales ya fue reconstituida con dinámica y deformación de membrana. [C-138, C-141; C-140; S43; S532] Las GTPasas ArfR se asocian con membranas in vitro y alteran endomembranas en sistemas heterólogos, pero aún no se han colocalizado y perturbado causalmente en una célula Asgard. [C-146; C-143; C-144; C-145; S533–S535; BN-003] Colapsar esas clases produciría una certeza que los experimentos no contienen. [C-147]","eef4e1ef2af50c2dfbb874e063f8bba849d907c4f5b3bac3142d22261a8cde85","C-133; C-139; C-138; C-141; C-140; C-146; C-143; C-144; C-145; C-147","cita_en_segmento","REVISADA"
"TC-00077","prosa","docs/secciones/003-02-2-el-punto-de-partida-dos-dominios-o-tres.md","L197","n/a","La comparación del genoma de *Rickettsia prowazekii* con sistemas mitocondriales fue una línea histórica de apoyo a la afinidad alfa-proteobacteriana. [C-148; S45 resumen] La ascendencia alfa-proteobacteriana de la mitocondria tiene consenso amplio. [C-149; S45, S46, S47, S48]","a88638a3075ce84ee2842ab18dd3c186ccf302f4d8dc3b2a0c78c42e287c1717","C-148; C-149","cita_en_segmento","REVISADA"
"TC-00078","prosa","docs/secciones/003-02-2-el-punto-de-partida-dos-dominios-o-tres.md","L199","n/a","La etiqueta `simbionte alfaproteobacteriano ancestral no muestreado` evita identificar al ancestro con una especie o familia viviente. [C-161; n/a]","7ba1724caad3f409b431dd9ba9ca2f95de826fc1b40255bf20f933125e850fb4","C-161","cita_en_segmento","REVISADA"
"TC-00079","prosa","docs/secciones/003-02-2-el-punto-de-partida-dos-dominios-o-tres.md","L205","n/a","Martijn et al. recuperaron una divergencia anterior a los grupos alfa muestreados. [C-150–C-151; S46 fig. 1] Fan et al. recuperaron inserción dentro de Alpha IIb. [C-152–C-153; S47 figs. 1–4] Muñoz-Gómez et al., con 108 proteínas y MAM60+GFmix, volvieron a recuperar una posición hermana de las alfa-proteobacterias conocidas. [C-154–C-156; S48 resumen; fig. 2]","82e5d8ac0d6f8af9b4c14325a41eaba47f242ae8fc083a959e408fda177c9ac7","C-150; C-151; C-152; C-153; C-154; C-155; C-156","cita_en_segmento","REVISADA"
"TC-00080","prosa","docs/secciones/003-02-2-el-punto-de-partida-dos-dominios-o-tres.md","L207","n/a","Geiger et al. identificaron a Iodidimonadales como candidato funcional por combinación metabólica. [C-157; S49 Results] Esa semejanza no es una prueba de hermandad filogenética. [C-158; S49 Discussion]","d41752b319f4e48f8f1fd43d31164330135420daf10b60f4a84c00f6ee70cf69","C-157; C-158","cita_en_segmento","REVISADA"
"TC-00081","prosa","docs/secciones/003-02-2-el-punto-de-partida-dos-dominios-o-tres.md","L209","n/a","Los trabajos discrepan sobre una inserción interna o externa respecto de los grupos alfa vivientes muestreados. [C-159; S46, S47, S48] No existe una familia viviente única aceptada como el pariente más próximo. [C-160; S46, S47, S48, S49] La etiqueta estable es `linaje alfaproteobacteriano más próximo a la mitocondria no resuelto`.","9d97aa94687686a570e849fbd56fdf174eb1566d0e965ca5b9b175e3b8095efa","C-159; C-160","cita_en_segmento","REVISADA"
"TC-00082","prosa","docs/secciones/003-02-2-el-punto-de-partida-dos-dominios-o-tres.md","L213-L218; oración 2","n/a","La posición interna exacta de Eukaryota dentro de Asgardarchaeota permanece sin resolver. [C-044; C-131] 2.","bea38966c988b031922e15dff8618d2b8bed6825e2d9cdd57cee3153e9dad7b9","C-044; C-131","cita_en_segmento","REVISADA"
"TC-00083","prosa","docs/secciones/003-02-2-el-punto-de-partida-dos-dominios-o-tres.md","L213-L218; oración 3","n/a","La composición de membrana del linaje hospedador arqueano no identificado no puede observarse directamente. [C-066–C-067] 3.","054c0d5f4dfb4988aaf30f24fe9773681522677d1d824e2bc21afbfda295129b","C-066; C-067","cita_en_segmento","REVISADA"
"TC-00084","prosa","docs/secciones/003-02-2-el-punto-de-partida-dos-dominios-o-tres.md","L213-L218; oración 4","n/a","El orden histórico de reemplazo, mezcla o retención de rutas lipídicas no está resuelto. [C-064–C-067] 4.","7811b3c7c65e8cd57199c70b06b38338359935b7d09c33c9435f63c15671875a","C-064; C-065; C-066; C-067","cita_en_segmento","REVISADA"
"TC-00085","prosa","docs/secciones/003-02-2-el-punto-de-partida-dos-dominios-o-tres.md","L213-L218; oración 5","n/a","La mayor parte de las divisiones asgard sólo posee MAG o metatranscriptómica; hay perfiles metabólicos inferidos para muchos nombres, pero no fisiología medida en aislamiento, y Shennonarchaeia conserva un hueco registral. [C-091; C-171; C-162–C-170] 5.","dd8fc6278ab214de394670e84065511962328975252f017c293a0d822ca826f8","C-162; C-163; C-164; C-165; C-166; C-167; C-168; C-169; C-170; C-091; C-171","cita_en_segmento","REVISADA"
"TC-00086","prosa","docs/secciones/003-02-2-el-punto-de-partida-dos-dominios-o-tres.md","L213-L218; oración 6","n/a","La función nativa de tubulinas Asgard se demostró en Lokiarchaeia, pero no para OdinTubulin en Odinarchaeota; las GTPasas pequeñas carecen todavía de colocalización y perturbación causal nativas. [C-139; C-141; C-143–C-146] 6.","a017aaba0cb7fbf36c1f76383f7d3bd98dd78a167d15f2710f3d9b57347a9ef4","C-143; C-144; C-145; C-146; C-139; C-141","cita_en_segmento","REVISADA"
"TC-00087","prosa","docs/secciones/003-02-2-el-punto-de-partida-dos-dominios-o-tres.md","L213-L218; oración 7","n/a","La familia alfa-proteobacteriana viviente más próxima a la mitocondria no está resuelta. [C-159–C-160]","88eed7635de4c7cd3c4b714c9ba465d0b285ec19eae96582ad0921c0ca3134b9","C-159; C-160","cita_en_segmento","REVISADA"
"TC-00088","prosa","docs/secciones/004-03-3-eucariogenesis.md","L3","n/a","En la sección 3, la clasificación de Adl et al. 2019 fija el vocabulario y la circunscripción de los grupos eucariotas comparados. [C-173] Esta parte usa Ma como unidad temporal predeterminada y conserva en Ga los valores publicados en Ga; la Tabla Cronoestratigráfica Internacional 2026/06 funciona como referencia cronoestratigráfica. [C-173; C-174; C-175; S01 clasificación; S02 metadatos y encabezado de versión]","79eb637b31d57b62a9c62b83bffc5ae41d26c0faf1bbc86bb742d4b426c4a4c0","C-173; C-174; C-175","cita_en_segmento","REVISADA"
"TC-00089","prosa","docs/secciones/004-03-3-eucariogenesis.md","L9","n/a","Delaye atribuye a Forterre 1997 la propuesta del acrónimo LUCA. [C-176; S53 §History of LUCA; S54 título y texto]","6452b6175e4eff944ea7c29c65f7704db6cfce9402c3170911a797c95ed7ee4b","C-176","cita_en_segmento","REVISADA"
"TC-00090","prosa","docs/secciones/004-03-3-eucariogenesis.md","L11","n/a","El primer uso conjunto localizado en esta sesión de LUCA, LBCA, LACA, FECA y LECA aparece en Makarova et al. 2005. [C-177; S51 introducción y fig. 1]","cc0280aed9d1fff71ac37e2b53925310793c609d8389591723f4ba1b25a85efd","C-177","cita_en_segmento","REVISADA"
"TC-00091","prosa","docs/secciones/004-03-3-eucariogenesis.md","L13","n/a","Wächtershäuser designó explícitamente LBCA y LACA en 2003, y Makarova et al. designaron FECA en 2005. [C-178; C-428] Son los usos explícitos más antiguos localizados en esta auditoría; no se presentan como demostración de prioridad absoluta frente a todo antecedente posible. [C-178; C-428; S540 p. 14; S51 introducción y fig. 1]","597ca7f963da7ffc8e7c46fb184ec53f4d1e1c5403bc5e8e7f5335d6059b496b","C-178; C-428","cita_en_segmento","REVISADA"
"TC-00092","prosa","docs/secciones/004-03-3-eucariogenesis.md","L15","n/a","LUCA designa la población ancestral reconstruida situada en el nodo del que divergen Bacteria y Archaea en el árbol celular adoptado por la fuente. [C-179; S55 introducción; fig. 1]","d7e6268b877c5ea8ce88b70f1f480ecac1b4534bb313315d131420bc6129609f","C-179","cita_en_segmento","REVISADA"
"TC-00093","prosa","docs/secciones/004-03-3-eucariogenesis.md","L17","n/a","LBCA designa el último ancestro común de las bacterias vivientes incluidas en la reconstrucción. [C-180; S51 fig. 1; S101 título y métodos]","3d6963fa181a9f0d7081197d5cbc20e47b2e195a5ac6f6116cadcd8fdbcc5b6c","C-180","cita_en_segmento","REVISADA"
"TC-00094","prosa","docs/secciones/004-03-3-eucariogenesis.md","L19","n/a","LACA designa el último ancestro común de las arqueas vivientes incluidas en la reconstrucción. [C-181; S51 fig. 1; S58 Methods]","b21bf042b7985d5d6d835b9cb037646e1f89e30184df1c840cdae4bd08302e0f","C-181","cita_en_segmento","REVISADA"
"TC-00095","prosa","docs/secciones/004-03-3-eucariogenesis.md","L21","n/a","O’Malley et al. distinguen conceptos abstracto, celular, poblacional y consorcial de LECA. [C-182; S52 secciones 2–5]","6ca594f481c40f7b2c58269c0a984a54d3644a75ef61f7cb598ef817f5ffab18","C-182","cita_en_segmento","REVISADA"
"TC-00096","prosa","docs/secciones/004-03-3-eucariogenesis.md","L23","n/a","El concepto poblacional de LECA evita tratar una población ancestral recombinante como una única célula individual. [C-183; S52 §Population concept]","d73ade85c2266eec6ae91059cf9107948619524ff45da0b3d832c7034ff0deba","C-183","cita_en_segmento","REVISADA"
"TC-00097","prosa","docs/secciones/004-03-3-eucariogenesis.md","L25","n/a","Richards et al. definen FECA como el primer descendiente del lado eucariota del último ancestro común entre Eukaryota y el linaje asgard hermano adoptado. [C-184; S56 líneas 318–321]","45ae9cb547c06febd1f4720b32037266734056aa09ed7c3730fddde05691f598","C-184","cita_en_segmento","REVISADA"
"TC-00098","prosa","docs/secciones/004-03-3-eucariogenesis.md","L27","n/a","La definición de FECA no implica que FECA poseyera ya los rasgos celulares atribuidos a LECA. [C-185; S56 líneas 320–322]","da2f781ba6f632cafd20a4c9d3a877144da14bba8be7e9344312b7e5fd4ede0f","C-185","cita_en_segmento","REVISADA"
